"b,...,3,5","b,...,3,5"
"b,...,8","b,...,8"
"b,TSE","b,TSE"
"b,TSW","b,TSW"
bearing,bearing
Biel,Biel
Biel/Bienne,Biel/Bienne
Bienna,Bienna
Bienne,Bienne
bikes_allowed,bikes_allowed
block_id,block_id
booking_rules.txt,booking_rules.txt
bool,bool
build.gradle,build.gradle
"c,GRT,...,5","c,GRT,...,5"
"c,GRT,...,6","c,GRT,...,6"
"c,GRT,...,7","c,GRT,...,7"
CAD,CAD
calendar.service_id,calendar.service_id
calendar.service_name,calendar.service_name
calendar.txt,calendar.txt
calendar_dates.service_id,calendar_dates.service_id
calendar_dates.txt,calendar_dates.txt
CANCELED,CANCELED
carriage_sequence,carriage_sequence
CarriageDetails,CarriageDetails
Cause,Cause
cause,cause
cause_detail,cause_detail
com.google.transit,com.google.transit
composer.json,composer.json
CONGESTION,CONGESTION
congestion_level,congestion_level
CongestionLevel,CongestionLevel
CONSTRUCTION,CONSTRUCTION
"Contains ""quotes"", commas and text","Contains ""quotes"", commas and text"
contains_id,contains_id
continuous_drop_off,continuous_drop_off
continuous_pickup,continuous_pickup
CRUSHED_STANDING_ROOM_ONLY,CRUSHED_STANDING_ROOM_ONLY
currency,currency
currency_type,currency_type
current_status,current_status
current_stop_sequence,current_stop_sequence
date,date
de,de
default_lang,default_lang
delay,delay
DEMONSTRATION,DEMONSTRATION
departure,departure
departure_occupancy_status,departure_occupancy_status
departure_time,departure_time
departure_times,departure_times
description_text,description_text
destination_id,destination_id
DETOUR,DETOUR
DIFFERENTIAL,DIFFERENTIAL
direction_id,direction_id
documentation@mobilitydata.org,documentation@mobilitydata.org
double,double
drop_off_booking_rule_id,drop_off_booking_rule_id
drop_off_type,drop_off_type
drop_off_type = 1,drop_off_type = 1
DUPLICATED,DUPLICATED
duration_limit,duration_limit
duration_limit_type,duration_limit_type
Effect,Effect
effect,effect
effect_detail,effect_detail
Email,Email
EMPTY,EMPTY
en,en
en-US,en-US
encoded_polyline,encoded_polyline
end_date,end_date
end_pickup_drop_off_window,end_pickup_drop_off_window
end_time,end_time
entity,entity
entity.id,entity.id
EntitySelector,EntitySelector
enum,enum
EUR,EUR
exact_time=1,exact_time=1
exact_times,exact_times
exact_times=0,exact_times=0
exact_times=1,exact_times=1
example@example.com,example@example.com
exception_type,exception_type
exception_type=1,exception_type=1
exception_type=2,exception_type=2
export,export
FALSE,FALSE
fare_attributes.fare_id,fare_attributes.fare_id
fare_attributes.txt,fare_attributes.txt
fare_id,fare_id
"fare_id,...,origin_id","fare_id,...,origin_id"
"fare_id,...,origin_id,destination_id","fare_id,...,origin_id,destination_id"
"fare_id,route_id","fare_id,route_id"
"fare_id,route_id,...,contains_id","fare_id,route_id,...,contains_id"
fare_leg_rules.fare_product_id,fare_leg_rules.fare_product_id
fare_leg_rules.from_area_id,fare_leg_rules.from_area_id
fare_leg_rules.from_timeframe_group_id,fare_leg_rules.from_timeframe_group_id
fare_leg_rules.leg_group_id,fare_leg_rules.leg_group_id
fare_leg_rules.network_id,fare_leg_rules.network_id
fare_leg_rules.to_area_id,fare_leg_rules.to_area_id
fare_leg_rules.to_timeframe_group_id,fare_leg_rules.to_timeframe_group_id
fare_leg_rules.txt,fare_leg_rules.txt
fare_media.fare_media_id,fare_media.fare_media_id
fare_media_id,fare_media_id
fare_media_name,fare_media_name
fare_media_type,fare_media_type
fare_media_type =2,fare_media_type =2
fare_media_type =4,fare_media_type =4
fare_product_id,fare_product_id
fare_product_name,fare_product_name
fare_products.fare_product_id,fare_products.fare_product_id
fare_products.txt,fare_products.txt
fare_rules.txt,fare_rules.txt
fare_transfer_rules.duration_limit,fare_transfer_rules.duration_limit
fare_transfer_rules.fare_product_id,fare_transfer_rules.fare_product_id
fare_transfer_rules.from_leg_group_id,fare_transfer_rules.from_leg_group_id
fare_transfer_rules.to_leg_group_id,fare_transfer_rules.to_leg_group_id
fare_transfer_rules.txt,fare_transfer_rules.txt
fare_transfer_type,fare_transfer_type
Fares V1,Fares V1
Fares V2,Fares V2
feed_contact_email,feed_contact_email
feed_contact_url,feed_contact_url
feed_end_date,feed_end_date
feed_info,feed_info
feed_info.feed_lang,feed_info.feed_lang
feed_info.txt,feed_info.txt
feed_lang,feed_lang
feed_publisher_name,feed_publisher_name
feed_publisher_url,feed_publisher_url
feed_start_date,feed_start_date
feed_version,feed_version
FeedEntity,FeedEntity
FeedHeader,FeedHeader
FeedHeader.timestamp,FeedHeader.timestamp
FeedMessage,FeedMessage
FEW_SEATS_AVAILABLE,FEW_SEATS_AVAILABLE
FFFFFF,FFFFFF
field_name,field_name
field_value,field_value
Float,Float
float,float
frequencies.txt,frequencies.txt
friday,friday
from_area_id,from_area_id
from_leg_group_id,from_leg_group_id
"from_leg_group_id, to_leg_group_id, fare_product_id, transfer_count, duration_limit","from_leg_group_id, to_leg_group_id, fare_product_id, transfer_count, duration_limit"
from_route_id,from_route_id
from_stop_id,from_stop_id
from_timeframe_group_id,from_timeframe_group_id
from_trip_id,from_trip_id
FULL,FULL
FULL_DATASET,FULL_DATASET
gem install ruby-protocol-buffers,gem install ruby-protocol-buffers
General Transit Feed Specification,General Transit Feed Specification
Geneva,Geneva
Genf,Genf
Genève,Genève
Ginevra,Ginevra
Golang,Golang
google-protobuf,google-protobuf
GTFS,GTFS
GTFS Realtime,GTFS Realtime
GTFS Schedule,GTFS Schedule
gtfs-realtime-bindings,gtfs-realtime-bindings
gtfs-realtime-bindings-php,gtfs-realtime-bindings-php
gtfs-realtime.proto,gtfs-realtime.proto
gtfs_realtime_version,gtfs_realtime_version
hasX(),hasX()
header,header
header_text,header_text
headway_secs,headway_secs
HOLIDAY,HOLIDAY
id,id
If-Modified-Since,If-Modified-Since
image,image
image_alternative_text,image_alternative_text
import,import
IN_TRANSIT_TO,IN_TRANSIT_TO
INCOMING_AT,INCOMING_AT
Incrementality,Incrementality
incrementality,incrementality
INFO,INFO
informed_entity,informed_entity
int,int
int32,int32
int64,int64
io.mobilitydata.transit,io.mobilitydata.transit
is_authority,is_authority
is_bidirectional,is_bidirectional
is_deleted,is_deleted
is_operator,is_operator
is_producer,is_producer
Java,Java
Javascript,Javascript
JPY,JPY
label,label
language,language
Last-Modified,Last-Modified
latitude,latitude
leg_group_id,leg_group_id
length,length
level_id,level_id
level_index,level_index
level_name,level_name
levels,levels
levels.level_id,levels.level_id
levels.txt,levels.txt
license_plate,license_plate
localized_image,localized_image
LocalizedImage,LocalizedImage
location_type,location_type
location_type = 0,location_type = 0
location_type = 1,location_type = 1
location_type=,location_type=
location_type=0,location_type=0
location_type=1,location_type=1
location_type=2,location_type=2
location_type=3,location_type=3
location_type=4,location_type=4
locations.geojson,locations.geojson
longitude,longitude
MAINTENANCE,MAINTENANCE
MANY_SEATS_AVAILABLE,MANY_SEATS_AVAILABLE
max_slope,max_slope
media_type,media_type
MEDICAL_EMERGENCY,MEDICAL_EMERGENCY
message,message
min_transfer_time,min_transfer_time
min_width,min_width
MODIFIED_SERVICE,MODIFIED_SERVICE
monday,monday
mul,mul
multi_carriage_details,multi_carriage_details
Multipolygon,Multipolygon
multipolygon,multipolygon
mvn package,mvn package
NeTEx,NeTEx
network_id,network_id
"network_id, from_area_id, to_area_id, from_timeframe_group_id, to_timeframe_group_id, fare_product_id","network_id, from_area_id, to_area_id, from_timeframe_group_id, to_timeframe_group_id, fare_product_id"
network_name,network_name
networks.network_id,networks.network_id
NO_DATA,NO_DATA
NO_DATA_AVAILABLE,NO_DATA_AVAILABLE
NO_DATE,NO_DATE
NO_EFFECT,NO_EFFECT
NO_SERVICE,NO_SERVICE
NO_VALUE,NO_VALUE
node-fetch,node-fetch
node-fetch@2,node-fetch@2
Node.js,Node.js
NOT_ACCEPTING_PASSENGERS,NOT_ACCEPTING_PASSENGERS
NOT_BOARDABLE,NOT_BOARDABLE
occupancy_percentage,occupancy_percentage
occupancy_status,occupancy_status
OccupancyStatus,OccupancyStatus
odometer,odometer
optional,optional
org.mobilitydata,org.mobilitydata
organization_name,organization_name
origin_id,origin_id
OTHER_CAUSE,OTHER_CAUSE
OTHER_EFFECT,OTHER_EFFECT
parent_station,parent_station
pathway_id,pathway_id
pathway_mode,pathway_mode
pathway_mode=1,pathway_mode=1
pathway_mode=2,pathway_mode=2
pathway_mode=3,pathway_mode=3
pathway_mode=4,pathway_mode=4
pathway_mode=5,pathway_mode=5
pathway_mode=6,pathway_mode=6
pathway_mode=7,pathway_mode=7
pathways,pathways
pathways.txt,pathways.txt
payment_method,payment_method
Phone number,Phone number
PHP,PHP
pickup_booking_rule_id,pickup_booking_rule_id
pickup_type,pickup_type
pickup_type = 1,pickup_type = 1
platform_code,platform_code
POLICE_ACTIVITY,POLICE_ACTIVITY
Polygon,Polygon
polygon,polygon
pom.xml,pom.xml
Position,Position
position,position
price,price
Primary key (*),Primary key (*)
Primary key (none),Primary key (none)
Python,Python
Realtime,Realtime
record_id,record_id
record_sub_id,record_sub_id
REDUCED_SERVICE,REDUCED_SERVICE
repeated,repeated
require,require
RESERVED,RESERVED
reversed_signposted_as,reversed_signposted_as
route_color,route_color
route_desc,route_desc
route_id,route_id
"route_id: ""1""","route_id: ""1"""
"route_id: ""5""","route_id: ""5"""
route_long_name,route_long_name
route_short_name,route_short_name
route_sort_order,route_sort_order
route_text_color,route_text_color
route_type,route_type
"route_type: ""3""","route_type: ""3"""
route_url,route_url
routes,routes
routes.continuous_drop_off,routes.continuous_drop_off
routes.continuous_pickup,routes.continuous_pickup
routes.network_id,routes.network_id
routes.route_id,routes.route_id
routes.route_long_name,routes.route_long_name
routes.route_short_name,routes.route_short_name
routes.route_url,routes.route_url
routes.txt,routes.txt
Ruby,Ruby
RUNNING_SMOOTHLY,RUNNING_SMOOTHLY
saturday,saturday
Schedule,Schedule
schedule_relationship,schedule_relationship
schedule_relationship: SKIPPED,schedule_relationship: SKIPPED
schedule_relationship: UNSCHEDULED,schedule_relationship: UNSCHEDULED
SCHEDULED,SCHEDULED
ScheduleRelationship,ScheduleRelationship
service_id,service_id
service_id=WD,service_id=WD
service_id=WE,service_id=WE
SEVERE,SEVERE
SEVERE_CONGESTION,SEVERE_CONGESTION
severity_level,severity_level
SeverityLevel,SeverityLevel
Shape,Shape
shape,shape
shape_dist_traveled,shape_dist_traveled
shape_id,shape_id
"shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence","shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence"
"shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled","shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled"
shape_pt_lat,shape_pt_lat
shape_pt_lon,shape_pt_lon
shape_pt_sequence,shape_pt_sequence
shapes.shape_dist_traveled,shapes.shape_dist_traveled
shapes.shape_id,shapes.shape_id
shapes.txt,shapes.txt
SIGNIFICANT_DELAYS,SIGNIFICANT_DELAYS
signposted_as,signposted_as
singposted_as,singposted_as
SKIPPED,SKIPPED
some_string,some_string
speed,speed
stair_count,stair_count
STANDING_ROOM_ONLY,STANDING_ROOM_ONLY
start_date,start_date
start_dates,start_dates
start_pickup_drop_off_window,start_pickup_drop_off_window
start_time,start_time
STOP_AND_GO,STOP_AND_GO
stop_areas.txt,stop_areas.txt
stop_code,stop_code
stop_desc,stop_desc
stop_headsign,stop_headsign
stop_headsigns,stop_headsigns
stop_id,stop_id
"stop_id: ""5""","stop_id: ""5"""
stop_lat,stop_lat
stop_lon,stop_lon
STOP_MOVED,STOP_MOVED
stop_name,stop_name
stop_sequence,stop_sequence
stop_time,stop_time
stop_time_properties,stop_time_properties
stop_time_update,stop_time_update
stop_time_updates,stop_time_updates
stop_times,stop_times
stop_times.continuous_drop_off,stop_times.continuous_drop_off
stop_times.continuous_pickup,stop_times.continuous_pickup
stop_times.departure_time,stop_times.departure_time
stop_times.stop_headsign,stop_times.stop_headsign
stop_times.stop_id,stop_times.stop_id
stop_times.stop_sequence,stop_times.stop_sequence
stop_times.trip_id,stop_times.trip_id
stop_times.txt,stop_times.txt
stop_timezone,stop_timezone
stop_url,stop_url
STOPPED_AT,STOPPED_AT
stops,stops
stops.location_type,stops.location_type
stops.location_type=0,stops.location_type=0
stops.location_type=1,stops.location_type=1
stops.parent_station,stops.parent_station
stops.stop_id,stops.stop_id
stops.stop_name,stops.stop_name
stops.stop_timezone,stops.stop_timezone
stops.txt,stops.txt
stops.zone_id,stops.zone_id
StopTimeEvent,StopTimeEvent
StopTimeEvent.delay,StopTimeEvent.delay
StopTimeEvent.time,StopTimeEvent.time
StopTimeProperties,StopTimeProperties
StopTimeProperties.assigned_stop_id,StopTimeProperties.assigned_stop_id
StopTimeUpdate,StopTimeUpdate
StopTimeUpdate.schedule_relationship = NO_DATA,StopTimeUpdate.schedule_relationship = NO_DATA
StopTimeUpdate.stop_id,StopTimeUpdate.stop_id
StopTimeUpdate.stop_sequence,StopTimeUpdate.stop_sequence
STRIKE,STRIKE
string,string
sunday,sunday
t,t
table_name,table_name
table_name=stop_times,table_name=stop_times
TECHNICAL_PROBLEM,TECHNICAL_PROBLEM
Text,Text
thursday,thursday
time,time
timeframe_group_id,timeframe_group_id
timeframes.end_time,timeframes.end_time
timeframes.start_time,timeframes.start_time
timeframes.timeframe_group_id,timeframes.timeframe_group_id
timepoint,timepoint
timepoint=0,timepoint=0
timepoint=1,timepoint=1
TimeRange,TimeRange
timestamp,timestamp
to_area_id,to_area_id
to_leg_group_id,to_leg_group_id
to_route_id,to_route_id
to_stop_id,to_stop_id
to_timeframe_group_id,to_timeframe_group_id
to_trip_id,to_trip_id
transfer_count,transfer_count
transfer_duration,transfer_duration
transfer_type,transfer_type
transfer_type=4,transfer_type=4
transfer_types,transfer_types
transfers,transfers
transfers.transfer_type,transfers.transfer_type
transfers.txt,transfers.txt
TranslatedImage,TranslatedImage
TranslatedString,TranslatedString
translation,translation
translations.txt,translations.txt
traversal_time,traversal_time
trip,trip
trip.service_id,trip.service_id
trip.trip_headsign,trip.trip_headsign
trip_1,trip_1
trip_2,trip_2
trip_3,trip_3
trip_4,trip_4
trip_5,trip_5
trip_headsign,trip_headsign
trip_id,trip_id
"trip_id,...,trip_headsign,direction_id","trip_id,...,trip_headsign,direction_id"
trip_id:4,trip_id:4
trip_ids,trip_ids
trip_properties,trip_properties
trip_short_name,trip_short_name
trip_update,trip_update
TripDescriptor,TripDescriptor
TripDescriptor.start_time,TripDescriptor.start_time
TripProperties,TripProperties
TripProperties.start_date,TripProperties.start_date
TripProperties.start_time,TripProperties.start_time
trips,trips
trips.block_id,trips.block_id
trips.direction_id,trips.direction_id
trips.service_id,trips.service_id
trips.shape_id,trips.shape_id
trips.trip_headsign,trips.trip_headsign
trips.trip_id,trips.trip_id
trips.trip_short_name,trips.trip_short_name
trips.txt,trips.txt
TripUpdate,TripUpdate
TripUpdate.delay,TripUpdate.delay
TripUpdate.TripDescriptor.trip_id,TripUpdate.TripDescriptor.trip_id
TripUpdate.TripProperties.start_date,TripUpdate.TripProperties.start_date
TripUpdate.TripProperties.start_time,TripUpdate.TripProperties.start_time
TripUpdate.TripProperties.trip_id,TripUpdate.TripProperties.trip_id
TripUpdates,TripUpdates
tts_description_text,tts_description_text
tts_header_text,tts_header_text
tts_stop_name,tts_stop_name
tuesday,tuesday
uint32,uint32
uint64,uint64
uncertainty,uncertainty
UNKNOWN,UNKNOWN
UNKNOWN_CAUSE,UNKNOWN_CAUSE
UNKNOWN_CONGESTION_LEVEL,UNKNOWN_CONGESTION_LEVEL
UNKNOWN_EFFECT,UNKNOWN_EFFECT
UNKNOWN_SEVERITY,UNKNOWN_SEVERITY
UNSCHEDULED,UNSCHEDULED
URL,URL
vehicle,vehicle
vehicle.timestamp,vehicle.timestamp
vehicle.vehicle.id,vehicle.vehicle.id
vehicle_id,vehicle_id
vehicle_id:A,vehicle_id:A
VehicleDescriptor,VehicleDescriptor
VehiclePosition,VehiclePosition
VehiclePosition.stop_id,VehiclePosition.stop_id
VehiclePosition.TripDescriptor.ScheduleRelationship,VehiclePosition.TripDescriptor.ScheduleRelationship
VehiclePosition.TripDescriptor.trip_id,VehiclePosition.TripDescriptor.trip_id
VehicleStopStatus,VehicleStopStatus
WARNING,WARNING
WEATHER,WEATHER
wednesday,wednesday
WHEELCHAIR_ACCESSIBLE,WHEELCHAIR_ACCESSIBLE
wheelchair_accessible,wheelchair_accessible
wheelchair_boarding,wheelchair_boarding
WHEELCHAIR_INACCESSIBLE,WHEELCHAIR_INACCESSIBLE
WheelchairAccessible,WheelchairAccessible
x.y.z,x.y.z
zone_id,zone_id
Zurich,Zurich
Zurigo,Zurigo
Zürich,Zürich
